iter	RMSE	Huber:delta=0.5
936	4.002191155	0.2725342914
937	4.001223351	0.2724303419
938	3.999920359	0.2723899596
939	3.998385031	0.2723435721
940	3.996924558	0.2722913699
941	3.995201906	0.2722352655
942	3.993744546	0.2721785773
943	3.992919281	0.2721547809
944	3.99178691	0.2721219203
945	3.989742446	0.2720620347
946	3.98812848	0.2720162496
947	3.98671022	0.2719763757
948	3.985526843	0.2719448163
949	3.983730349	0.2718934971
950	3.982328377	0.2718444845
951	3.981468302	0.2718150653
952	3.979715794	0.2717591733
953	3.978248563	0.2717141595
954	3.977538811	0.2716047641
955	3.97626017	0.2715635344
956	3.974562296	0.2715091834
957	3.972826453	0.2714581551
958	3.971588887	0.2714166227
959	3.97077325	0.2713934751
960	3.969648174	0.2713588642
961	3.968170976	0.2713173829
962	3.966724594	0.2712739557
963	3.96552824	0.2712294417
964	3.963639792	0.2711742939
965	3.962903472	0.2711519212
966	3.961878343	0.2711220858
967	3.961301298	0.2711037535
968	3.959503752	0.2710509468
969	3.958129871	0.271010742
970	3.957136431	0.2709100477
971	3.955643541	0.2708674359
972	3.954157541	0.2708262931
973	3.953345676	0.2707411686
974	3.952621356	0.270716465
975	3.950929706	0.2706702239
976	3.950293292	0.2706499016
977	3.948420033	0.270595912
978	3.947341601	0.2705595875
979	3.945695192	0.2705130532
980	3.94520921	0.270497892
981	3.944147476	0.2704656419
982	3.943571651	0.2704448357
983	3.94237226	0.2704060562
984	3.941375747	0.2703728971
985	3.940801293	0.2703567825
986	3.93908165	0.2703075725
987	3.937431452	0.2702588106
988	3.93582949	0.2702118322
989	3.935515968	0.270202341
990	3.93382358	0.2701536216
991	3.932805214	0.2701246752
992	3.931016085	0.2700741138
993	3.92945375	0.2700277771
994	3.927907744	0.2699845725
995	3.926818918	0.2699546737
996	3.925610437	0.2699180614
997	3.924223384	0.2698780237
998	3.92266085	0.2698352463
999	3.921954614	0.2698140773
1000	3.920913386	0.2697860595
1001	3.919455014	0.2697257992
1002	3.918644361	0.2696996239
1003	3.917116672	0.2696556659
1004	3.916060392	0.2696191913
1005	3.915135379	0.2695932516
1006	3.913481794	0.2695372654
1007	3.911881288	0.2694923652
1008	3.911025601	0.2694657822
1009	3.909563328	0.2694259882
1010	3.908906835	0.2694020106
1011	3.907297917	0.2693569033
1012	3.906449975	0.2693286468
1013	3.904825397	0.2692797966
1014	3.9039564	0.2692504107
1015	3.902527569	0.2691974201
1016	3.901045023	0.2691558153
1017	3.899697789	0.2691170603
1018	3.898625184	0.2690809179
1019	3.89773049	0.2690454546
1020	3.896932099	0.2690223827
1021	3.896317745	0.2690016886
1022	3.895452321	0.2689764699
1023	3.894737133	0.2688937956
1024	3.893744522	0.2688612196
1025	3.892603736	0.268826989
1026	3.891761364	0.2688006236
1027	3.890205523	0.2687564884
1028	3.888746517	0.2687159419
1029	3.886950912	0.2686648417
1030	3.886284841	0.2686441495
1031	3.884721589	0.2686000692
1032	3.883143307	0.268547005
1033	3.882721313	0.2685338911
1034	3.881899211	0.2685107567
1035	3.880251123	0.2684633215
1036	3.879005117	0.2684278192
1037	3.877574671	0.2683871301
1038	3.876605351	0.2683590823
1039	3.875772809	0.268317149
1040	3.875197974	0.2682836937
1041	3.874649864	0.2682664672
1042	3.873000572	0.2682190971
1043	3.871583497	0.2681769639
1044	3.869900999	0.2681291843
1045	3.868406363	0.2680882561
1046	3.867159955	0.2680516064
1047	3.865725384	0.2680062844
1048	3.864724065	0.2679711412
1049	3.863598562	0.2679375131
1050	3.862477986	0.267900832
1051	3.860823028	0.2678542303
1052	3.859949546	0.2678246111
1053	3.859080941	0.267773044
1054	3.857664098	0.2677338907
1055	3.856404703	0.2676997589
1056	3.85508284	0.2676348137
1057	3.853701215	0.2675962782
1058	3.852479319	0.2675635259
1059	3.851133521	0.2675254624
1060	3.849819358	0.2674707689
1061	3.848995174	0.2674449393
1062	3.848018608	0.2674121438
1063	3.8468944	0.2673763177
1064	3.84561308	0.2673309661
1065	3.84390861	0.2672376127
1066	3.842746826	0.2672026623
1067	3.84186763	0.2671458721
1068	3.841323023	0.2671296685
1069	3.840717512	0.2670986869
1070	3.839424934	0.2670589359
1071	3.838742297	0.2670379533
1072	3.837378513	0.266997867
1073	3.83628107	0.2668998685
1074	3.835315085	0.2668533051
1075	3.833746904	0.2668035385
1076	3.8330127	0.266740174
1077	3.832263067	0.2667178224
1078	3.830816244	0.266677655
1079	3.829041787	0.2666258504
1080	3.827823628	0.2665776842
1081	3.826508939	0.2665329032
1082	3.82588884	0.266506434
1083	3.825640189	0.2664949741
1084	3.824210224	0.2664552353
1085	3.823345634	0.2664305011
1086	3.822289103	0.2663969179
1087	3.821760363	0.266368489
1088	3.820552122	0.2663297108
1089	3.819496993	0.266291727
1090	3.818100482	0.2662517599
1091	3.817018763	0.2662190007
1092	3.816320389	0.2661985477
1093	3.814889511	0.2661579703
1094	3.814088163	0.2661304213
1095	3.813071584	0.2661004774
1096	3.811868518	0.2660620719
1097	3.810511673	0.2660183678
1098	3.809459774	0.2659852551
1099	3.807996966	0.2659429177
1100	3.806885884	0.2658652887
1101	3.805354342	0.2658197428
1102	3.804456145	0.2657893845
1103	3.803260567	0.2657532725
1104	3.802818301	0.2657355522
1105	3.801972316	0.2657058722
1106	3.800365765	0.2656591633
1107	3.798708613	0.265610922
1108	3.797968462	0.2655895736
1109	3.796927118	0.2655580778
1110	3.79611996	0.2655323757
1111	3.795079749	0.2655018487
1112	3.794651729	0.2654883929
1113	3.794082446	0.2654716487
1114	3.792696139	0.2654329371
1115	3.791803544	0.2654042383
1116	3.790255743	0.265357012
1117	3.789072788	0.265320591
1118	3.787768142	0.2652831628
1119	3.78681175	0.2652288115
1120	3.785277802	0.2651841399
1121	3.783849322	0.2651243685
1122	3.783077115	0.2651009049
1123	3.782246393	0.2650498358
1124	3.781256384	0.2650151632
1125	3.780819873	0.2650013139
1126	3.780080603	0.2649722611
1127	3.778793787	0.2649366228
1128	3.777406425	0.2648973041
1129	3.776379473	0.2648648568
1130	3.775430337	0.2648068766
1131	3.774440378	0.2647531311
1132	3.77305677	0.2647040923
1133	3.771531965	0.2646602816
1134	3.770551699	0.2646308104
1135	3.769002858	0.2645842588
1136	3.767627004	0.2645447488
1137	3.767054834	0.2645232938
1138	3.766219749	0.2644756617
1139	3.764933421	0.2644394605
1140	3.763826053	0.2644038086
1141	3.763563782	0.2643797013
1142	3.762828201	0.2643598258
1143	3.76217615	0.2643380242
1144	3.761385794	0.2643026958
1145	3.760462215	0.2642727704
1146	3.759315466	0.264238193
1147	3.758347741	0.2641401554
1148	3.757036748	0.2640483749
1149	3.756156074	0.264016781
1150	3.755038547	0.2639740229
1151	3.754295436	0.2639343157
1152	3.753582563	0.2639119965
1153	3.75275782	0.2638678653
1154	3.751793801	0.2638052974
1155	3.750529182	0.2637095111
1156	3.749815935	0.2636337238
1157	3.748480016	0.2635046022
1158	3.747460119	0.2634738728
1159	3.746933446	0.2634578189
1160	3.746225413	0.2634350122
1161	3.745325715	0.2633832659
1162	3.743321448	0.26332196
1163	3.742704599	0.2633044755
1164	3.741117347	0.2632601447
1165	3.740292773	0.2632347068
1166	3.739440496	0.2632091232
1167	3.738501672	0.2631800026
1168	3.737787115	0.2631567448
1169	3.736820831	0.2631263916
1170	3.735492547	0.2630430143
1171	3.73438992	0.2630107178
1172	3.732880161	0.2629685939
1173	3.732179284	0.2629490291
1174	3.73158072	0.2629297917
1175	3.730843716	0.2629090562
1176	3.729590544	0.2628683382
1177	3.728343965	0.2627804131
1178	3.727431966	0.2627482136
1179	3.727117483	0.2627378739
1180	3.725540148	0.2626924827
1181	3.724094508	0.2626250519
1182	3.722490736	0.2625732014
1183	3.721016059	0.262530357
1184	3.719706994	0.2624905378
1185	3.718782606	0.262462266
1186	3.717974097	0.2624374352
1187	3.717142778	0.2624122562
1188	3.71662887	0.2623963417
1189	3.71548756	0.2623634507
1190	3.714605176	0.2623374515
1191	3.713134403	0.262292339
1192	3.712665814	0.2622565189
1193	3.71135353	0.2622186314
1194	3.710589959	0.2621952465
1195	3.709062689	0.2621528058
1196	3.707519756	0.262108386
1197	3.706770115	0.2620870839
1198	3.705834092	0.2620292878
1199	3.705081135	0.2620084948
1200	3.704084817	0.2619766893
1201	3.703459576	0.2619536324
1202	3.702668787	0.261928846
1203	3.701248062	0.2618884147
1204	3.700565821	0.2618622296
1205	3.699552581	0.261767878
1206	3.698007343	0.2617229621
1207	3.696692717	0.2616755144
1208	3.695830803	0.2616512867
1209	3.695273475	0.2616159986
1210	3.694757282	0.2615991856
1211	3.693070256	0.2615474721
1212	3.692821105	0.2615391361
1213	3.691975078	0.2614676362
1214	3.691571439	0.2614544761
1215	3.690450194	0.2614216451
1216	3.689439092	0.2613920941
1217	3.688372831	0.2613486298
1218	3.687036103	0.2613083488
1219	3.685577422	0.261267526
1220	3.684032607	0.2612240856
1221	3.682991781	0.2611775279
1222	3.681627397	0.2611398707
1223	3.680148959	0.261097343
1224	3.679457692	0.2610752173
1225	3.678098022	0.2609944154
1226	3.677331566	0.2609723766
1227	3.676403295	0.2609234494
1228	3.67499327	0.2608824883
1229	3.673809034	0.260846233
1230	3.672583221	0.2608104268
1231	3.671392605	0.2607773043
1232	3.67011871	0.2607333346
1233	3.669083904	0.2607051635
1234	3.667561298	0.2606598707
1235	3.666308964	0.2606236177
1236	3.665691455	0.2605654297
1237	3.664618094	0.2605346731
1238	3.664172422	0.2605202407
1239	3.66321475	0.2604917834
1240	3.662054774	0.2604531069
1241	3.661171497	0.2604215783
1242	3.659898404	0.2603814824
1243	3.658724871	0.2603472754
1244	3.657498498	0.2602960679
1245	3.656883747	0.2602737405
1246	3.656106935	0.2602485423
1247	3.654636743	0.2602073148
1248	3.654192726	0.2601945219
1249	3.653531955	0.2601401585
1250	3.652478282	0.2601053038
1251	3.651044202	0.2600639594
1252	3.650471713	0.2600416386
1253	3.649447811	0.2599899925
1254	3.648702649	0.2599275697
1255	3.648192783	0.2599112974
1256	3.647558829	0.2598889893
1257	3.646711415	0.259865935
1258	3.646019672	0.259840809
1259	3.645004318	0.2598075262
1260	3.643851234	0.2597709124
1261	3.643402001	0.2597575277
1262	3.642664803	0.2597305806
1263	3.641322321	0.2596929722
1264	3.639973568	0.2596565744
1265	3.639414387	0.2596366628
1266	3.638668585	0.2596128813
1267	3.637778482	0.2595691025
1268	3.637125466	0.2595496429
1269	3.635779596	0.2595104818
1270	3.634300021	0.2594687676
1271	3.63382276	0.2594518878
1272	3.632494245	0.25941515
1273	3.631788296	0.2593920214
1274	3.630838954	0.2593621383
1275	3.630036691	0.2593129748
1276	3.629604719	0.2592986737
1277	3.628459709	0.2592557599
1278	3.627647922	0.2592328
1279	3.626195623	0.2591267155
1280	3.625218797	0.2591000803
1281	3.624444739	0.2590496748
1282	3.623455819	0.2590116901
1283	3.622929269	0.2589914337
1284	3.62163611	0.2589556132
1285	3.621054125	0.2589373032
1286	3.619767754	0.2588991043
1287	3.618536944	0.2588608057
1288	3.617198861	0.2588233631
1289	3.615890613	0.2587862837
1290	3.615151617	0.2587615074
1291	3.613799001	0.2587234961
1292	3.613021895	0.2586984708
1293	3.612565834	0.2586845238
1294	3.611177657	0.2586151185
1295	3.609724325	0.2585716584
1296	3.609022553	0.2585474215
1297	3.607736775	0.2585112061
1298	3.606535582	0.25847131
1299	3.606070133	0.258457858
1300	3.605220557	0.2584312428
1301	3.60382633	0.2583918525
1302	3.602619361	0.2583572756
1303	3.601939881	0.258333445
1304	3.60056666	0.2582919661
1305	3.600044191	0.2582743746
1306	3.599490377	0.2582289491
1307	3.598779739	0.2582081918
1308	3.598098897	0.2581860429
1309	3.5974124	0.2581183176
1310	3.596801198	0.258100613
1311	3.595293098	0.2580568141
1312	3.59453007	0.2580284318
1313	3.593986029	0.2580112116
1314	3.592583366	0.2579653103
1315	3.591174616	0.257916667
1316	3.59079144	0.2579026977
1317	3.58971504	0.2578709543
1318	3.588224629	0.257827868
1319	3.587775306	0.2578135687
1320	3.586755648	0.2577792935
1321	3.586139123	0.2577613846
1322	3.58567781	0.2577461616
1323	3.584449658	0.2576948378
1324	3.583503861	0.2576691868
1325	3.582578993	0.2576401805
1326	3.582254949	0.2576283621
1327	3.581121263	0.2575973001
1328	3.580232382	0.2575711384
1329	3.579392954	0.2575417653
1330	3.578691327	0.2575167989
1331	3.577847841	0.2574867168
1332	3.576692149	0.2574474237
1333	3.57589479	0.257421707
1334	3.574684748	0.257386175
1335	3.573823982	0.257351733
1336	3.573006257	0.2573259578
1337	3.571644727	0.2572876563
1338	3.570523994	0.2572478636
1339	3.56924418	0.2572106936
1340	3.568506893	0.2571855683
1341	3.567913215	0.2571675909
1342	3.566501954	0.2571263409
1343	3.565639094	0.2571006233
1344	3.564885903	0.2570760762
1345	3.564182015	0.2570485648
1346	3.563040012	0.2570162813
1347	3.562562428	0.2569996695
1348	3.562034845	0.2569804294
1349	3.560716619	0.2569430934
1350	3.55981892	0.256890293
1351	3.55895721	0.2568639697
1352	3.558551975	0.2568508827
1353	3.557660621	0.2568258567
1354	3.55694669	0.2568013519
1355	3.555743189	0.2567613616
1356	3.55528071	0.2567255848
1357	3.554572422	0.2566975309
1358	3.55384291	0.256675425
1359	3.553462108	0.2566514966
1360	3.552513577	0.2566160211
1361	3.552026464	0.2565994546
1362	3.551055891	0.2565599492
1363	3.549811654	0.2565245964
1364	3.548513311	0.2564534712
1365	3.54724057	0.2563824895
1366	3.546015041	0.2563465015
1367	3.544862804	0.2563140283
1368	3.544534975	0.2563024693
1369	3.54405619	0.2562806991
1370	3.543098721	0.256249319
1371	3.542232292	0.2562125298
1372	3.541206337	0.2561789185
1373	3.540811822	0.2561632839
1374	3.539717676	0.2561114814
1375	3.53918353	0.2560940891
1376	3.538508944	0.2560743345
1377	3.537807115	0.2560517546
1378	3.53722677	0.2560279167
1379	3.536799356	0.2560129266
1380	3.535674826	0.2559797549
1381	3.534569201	0.2559255439
1382	3.534245424	0.2559139153
1383	3.533857626	0.2559006675
1384	3.533557876	0.2558867843
1385	3.532685653	0.2558553194
1386	3.532000038	0.2558306998
1387	3.531474424	0.2558118925
1388	3.530820379	0.2557759772
1389	3.529408148	0.255735051
1390	3.528572079	0.2557065559
1391	3.52726736	0.255667825
1392	3.526007454	0.2556305148
1393	3.525093523	0.2555695744
1394	3.524472016	0.2555464458
1395	3.52384585	0.2555247964
1396	3.523234362	0.2555014422
1397	3.521953008	0.2554650936
1398	3.521098553	0.2554347313
1399	3.519878685	0.2553741106
1400	3.519348219	0.2553483093
1401	3.51860175	0.2553232365
1402	3.517915668	0.2553001581
1403	3.516881571	0.2552717964
1404	3.516019475	0.2552417589
1405	3.515216462	0.255212868
1406	3.51433831	0.2551291398
1407	3.513788831	0.2551063473
1408	3.513118624	0.2550824499
1409	3.511640178	0.2550385436
1410	3.51096241	0.2549934979
1411	3.509639582	0.2549548985
1412	3.508822193	0.2549279947
1413	3.507590562	0.2548859666
1414	3.506735589	0.254857044
1415	3.506022101	0.2548320927
1416	3.505377512	0.2548116978
1417	3.504886495	0.2547938497
1418	3.504156061	0.254767784
1419	3.50324321	0.25473615
1420	3.502711593	0.2547154455
1421	3.501731124	0.254677141
1422	3.500756169	0.2546268611
1423	3.499812176	0.2545911398
1424	3.499242538	0.2545694409
1425	3.498553702	0.2545430176
1426	3.497450935	0.2545062215
1427	3.496564182	0.254456967
1428	3.496062337	0.2544407324
1429	3.495237609	0.2544093347
1430	3.49465793	0.254390087
1431	3.493800795	0.2543593418
1432	3.492789994	0.2543101409
1433	3.492016888	0.2542848514
1434	3.491361309	0.254262191
1435	3.490002555	0.2542217111
1436	3.489102566	0.2541861727
1437	3.488330119	0.2541582957
1438	3.487424639	0.2541234846
1439	3.486929512	0.2541026829
1440	3.486512825	0.2540439667
1441	3.485802141	0.2540196043
1442	3.485052296	0.253992311
1443	3.48456942	0.2539747416
1444	3.484209898	0.2539616056
1445	3.483752048	0.253945516
1446	3.482793814	0.2539117991
1447	3.481811331	0.2538760317
1448	3.481030606	0.2538475802
1449	3.480521562	0.2538257056
1450	3.479933646	0.2537909447
1451	3.479389182	0.2537476489
1452	3.478679487	0.2537213354
1453	3.478173831	0.2537021903
1454	3.476923016	0.2536654124
1455	3.476178569	0.2536381004
1456	3.474928504	0.2536008057
1457	3.474595755	0.2535873925
1458	3.474038751	0.2535665819
1459	3.473303708	0.2535411201
1460	3.472827357	0.2535169919
1461	3.471511249	0.2534775791
1462	3.470948788	0.2534492879
1463	3.470396186	0.2534207231
1464	3.469885508	0.2533959912
1465	3.469168301	0.253369666
1466	3.468514678	0.2533455357
1467	3.468030375	0.2533286407
1468	3.467394559	0.2533042785
1469	3.466202472	0.2532554289
1470	3.465435945	0.2532261263
1471	3.464819949	0.2532027089
1472	3.464051652	0.2531754568
1473	3.462695291	0.2531351477
1474	3.462161917	0.2531050111
1475	3.461849811	0.2530911068
1476	3.46142938	0.2530756263
1477	3.461100957	0.2530659732
1478	3.460430317	0.253041605
1479	3.459822791	0.253021614
1480	3.459204919	0.2529984375
1481	3.458838434	0.2529826231
1482	3.45838693	0.2529648959
1483	3.457467755	0.2529363809
1484	3.45697367	0.2528899987
1485	3.456235172	0.2528628498
1486	3.45553541	0.2528375589
1487	3.454788451	0.2528112225
1488	3.453629328	0.2527764301
1489	3.452624686	0.2527331677
1490	3.451904523	0.2526827952
1491	3.450925285	0.2526503166
1492	3.450440912	0.2525962047
1493	3.449935572	0.2525759694
1494	3.449512666	0.2525603346
1495	3.449131182	0.2525273803
1496	3.448716543	0.2525108685
1497	3.448273081	0.2524953357
1498	3.447859621	0.2524793305
1499	3.447549978	0.252469754
1500	3.447151059	0.2524531509
1501	3.446395038	0.2524243202
1502	3.445914829	0.2523959536
1503	3.444957063	0.252366024
1504	3.444610482	0.2523406662
1505	3.443754567	0.252312125
1506	3.443284614	0.2522929255
1507	3.442452223	0.2522608211
1508	3.441804722	0.252218417
1509	3.441179843	0.2521884648
1510	3.440235863	0.2521586499
1511	3.439804093	0.2521422488
1512	3.439200605	0.2521198818
1513	3.438119485	0.2520001852
1514	3.437558049	0.2519781906
1515	3.436754245	0.251947537
1516	3.436421821	0.2519346402
1517	3.435992594	0.2519182586
1518	3.435311982	0.2518934624
1519	3.43469552	0.2518746415
1520	3.434265092	0.2518186232
1521	3.433908721	0.2518054385
1522	3.433140885	0.2517785186
1523	3.432406837	0.2517510019
1524	3.431668146	0.2517260297
1525	3.431387263	0.2517154402
1526	3.430520763	0.2516738632
1527	3.430120327	0.2516369447
1528	3.429359734	0.2515965975
1529	3.428923207	0.2515804476
1530	3.428520794	0.2515657322
1531	3.428096339	0.251549714
1532	3.427472171	0.2515035631
1533	3.426801516	0.2514793891
1534	3.426079034	0.251450164
1535	3.425495046	0.2514290447
1536	3.42512387	0.2514055072
1537	3.424325377	0.251375907
1538	3.423762402	0.2513559392
1539	3.42312673	0.2513325066
1540	3.422463511	0.2513083505
1541	3.421627132	0.2512719074
1542	3.421042679	0.2512433663
1543	3.420191924	0.2512123779
1544	3.419839537	0.2511808152
1545	3.419702063	0.2511762817
1546	3.419113273	0.2511183315
1547	3.41886415	0.2511082409
1548	3.418249822	0.2510801319
1549	3.417544144	0.2510539465
1550	3.416964123	0.251027863
1551	3.416383237	0.2510054938
1552	3.415568628	0.2509736468
1553	3.414994351	0.2509526049
1554	3.414348725	0.2509298527
1555	3.413866288	0.2509055478
1556	3.412868243	0.2508709064
1557	3.411956457	0.2508369004
1558	3.411026492	0.2507938338
1559	3.410713447	0.2507811583
1560	3.409792195	0.2507451379
1561	3.409103548	0.2507075708
1562	3.407982436	0.2506678865
1563	3.407418765	0.250644053
1564	3.406997767	0.2506255215
1565	3.406430209	0.2505794172
1566	3.405857407	0.2505585514
1567	3.405268596	0.2505363858
1568	3.404463178	0.2504987151
1569	3.404061768	0.2504816783
1570	3.403386529	0.2504566699
1571	3.40280135	0.250434939
1572	3.402443215	0.2504119718
1573	3.402119837	0.2503976946
1574	3.401462759	0.2503741983
1575	3.400708485	0.250346708
1576	3.400255593	0.2503287145
1577	3.399817708	0.2503111047
1578	3.399239268	0.2502901917
1579	3.398312328	0.2502566363
1580	3.397536272	0.2502312669
1581	3.396890624	0.2502049793
1582	3.396502698	0.2501857772
1583	3.396068485	0.2501680072
1584	3.395682208	0.250154278
1585	3.394892479	0.2501245946
1586	3.39439607	0.2501020398
1587	3.393703674	0.2500567917
1588	3.392984914	0.2500311389
1589	3.39250885	0.2500131122
1590	3.391964914	0.2499928338
1591	3.391542744	0.2499756885
1592	3.391218381	0.2499633081
1593	3.390631329	0.2499289115
1594	3.389786035	0.2498956386
1595	3.389101378	0.2498710183
1596	3.38851589	0.249850517
1597	3.387926583	0.2498289702
1598	3.387501526	0.2498117924
1599	3.3869885	0.2497905783
1600	3.386384003	0.2497597876
1601	3.385961556	0.2497440008
1602	3.385093953	0.2497129092
1603	3.384774593	0.2497010918
1604	3.38455571	0.2496917256
1605	3.384172478	0.2496747163
1606	3.383902649	0.2496609502
1607	3.38353952	0.2496454942
1608	3.382482653	0.2495239504
1609	3.381811588	0.2494927659
1610	3.381324298	0.2494747817
1611	3.380910358	0.2494582833
1612	3.380437054	0.2494413464
1613	3.380034449	0.2494254223
1614	3.379658097	0.2494091311
1615	3.378922027	0.2493802463
1616	3.378485509	0.2493634121
1617	3.377821113	0.2493379861
1618	3.377240541	0.2493161557
1619	3.376463754	0.2492870639
1620	3.376229924	0.2492785561
1621	3.375604703	0.2492547571
1622	3.375001744	0.2492292983
1623	3.374599569	0.2492122219
1624	3.374222661	0.2491974914
1625	3.3736396	0.2491746895
1626	3.373068948	0.2491524607
1627	3.372396452	0.2491274809
1628	3.371928013	0.249103807
1629	3.371293111	0.2490788967
1630	3.370207867	0.2490380185
1631	3.369770216	0.2490206026
1632	3.369088225	0.248995692
1633	3.368064407	0.248956754
1634	3.36703786	0.2489124388
1635	3.366605566	0.2488953265
1636	3.366170892	0.2488783647
1637	3.365770087	0.2488633739
1638	3.365220215	0.2488432474
1639	3.364755327	0.2488252278
1640	3.364311595	0.2488068752
1641	3.363530288	0.2487776545
1642	3.363127658	0.248761675
1643	3.362608049	0.2487415193
1644	3.362160707	0.2487242868
1645	3.361548203	0.2487009195
1646	3.36126689	0.2486894029
1647	3.360747577	0.2486642325
1648	3.360149116	0.2486420556
1649	3.359568576	0.2486206474
1650	3.35916548	0.2485973503
1651	3.358855226	0.248563265
1652	3.358247555	0.248539923
1653	3.357720474	0.2485216743
1654	3.35695037	0.248493371
1655	3.356670929	0.2484816925
1656	3.356071245	0.2484594753
1657	3.355489334	0.2484387131
1658	3.355059654	0.2484213004
1659	3.354135363	0.2483886335
1660	3.353313748	0.248357414
1661	3.352945108	0.2483431671
1662	3.352498417	0.2483241092
1663	3.352220467	0.2483130614
1664	3.351757673	0.248295304
1665	3.351329028	0.2482785376
1666	3.350850766	0.2482620624
1667	3.350530566	0.2482333203
1668	3.350058342	0.2482137691
1669	3.349692199	0.2481979278
1670	3.349149379	0.2481760701
1671	3.348776302	0.2481444212
1672	3.348059158	0.2481175602
1673	3.347658848	0.2481015683
1674	3.347425811	0.2480919305
1675	3.347132107	0.2480735284
1676	3.346542007	0.2480538897
1677	3.346251359	0.2480421676
1678	3.345922795	0.2480307298
1679	3.345450204	0.2480124936
1680	3.344789836	0.2479741865
1681	3.34451254	0.247962419
1682	3.343973421	0.2479423097
1683	3.34352843	0.2479212246
1684	3.342932563	0.2478992737
1685	3.342579624	0.2478873165
1686	3.342088771	0.247864761
1687	3.341479867	0.2478437321
1688	3.340946912	0.2478222707
1689	3.340635554	0.2478099436
1690	3.339942698	0.2477762834
1691	3.339453678	0.2477399705
1692	3.33908979	0.2477267309
1693	3.338780601	0.2477140198
1694	3.338424065	0.2477010705
1695	3.338080281	0.2476864479
1696	3.33773258	0.2476659018
1697	3.337317176	0.2476494596
1698	3.336793218	0.2476292852
1699	3.336541162	0.2476195706
1700	3.336263731	0.247609049
1701	3.335956825	0.2475964642
1702	3.335589186	0.2475821235
1703	3.335257678	0.247570603
1704	3.335007071	0.2475622215
1705	3.334684981	0.2475508752
1706	3.333671183	0.2475141332
1707	3.333198761	0.2474975541
1708	3.332667791	0.2474705671
1709	3.332162565	0.2474531078
1710	3.331967618	0.2474444206
1711	3.331584033	0.2474133093
1712	3.331062952	0.2473939933
1713	3.330277381	0.2473661481
1714	3.329837714	0.2473410669
1715	3.329418338	0.2473252795
1716	3.329130026	0.2473138419
1717	3.328816841	0.2473031072
1718	3.328594726	0.2472931712
1719	3.328151317	0.247269583
1720	3.327770823	0.2472543579
1721	3.32759831	0.2472475719
1722	3.32733685	0.2472361768
1723	3.326607568	0.2472092638
1724	3.326448197	0.2472024207
1725	3.326159879	0.2471911769
1726	3.32591843	0.2471802662
1727	3.325534233	0.2471647777
1728	3.325184192	0.2471511614
1729	3.32462732	0.2471295945
1730	3.323927148	0.2471027204
1731	3.323491371	0.2470852918
1732	3.32282868	0.2470591296
1733	3.322385176	0.2470416552
1734	3.321957895	0.2470246339
1735	3.32122089	0.2469967687
1736	3.320587056	0.2469655104
1737	3.320004242	0.2469419862
1738	3.319185634	0.2469100795
1739	3.318996821	0.2469021909
1740	3.318756952	0.2468913923
1741	3.318381935	0.2468760488
1742	3.318043	0.2468622519
1743	3.317363604	0.246833377
1744	3.317028148	0.2468220795
1745	3.316794803	0.2468125574
1746	3.316510228	0.246800863
1747	3.315960481	0.2467823651
1748	3.315712117	0.2467705194
1749	3.315300983	0.2467542562
1750	3.314965982	0.2467216604
1751	3.314460782	0.2467031138
1752	3.313991709	0.246684853
1753	3.313688319	0.2466723021
1754	3.313068455	0.2466493054
1755	3.312625697	0.246632735
1756	3.312270973	0.2466195546
1757	3.311805957	0.2466018717
1758	3.311168336	0.2465790625
1759	3.310466366	0.2465530838
1760	3.309747166	0.2465268828
1761	3.309365737	0.246513989
1762	3.308659166	0.2464857441
1763	3.30832859	0.2464717291
1764	3.3078405	0.2464552157
1765	3.307546896	0.2464439751
1766	3.306993386	0.2464084084
1767	3.306651429	0.2463953508
1768	3.306349971	0.2463799821
1769	3.305783938	0.246353739
1770	3.305522096	0.2463433636
1771	3.304735758	0.2463122656
1772	3.304276216	0.2462947201
1773	3.303659661	0.2462716312
1774	3.303407236	0.2462615115
1775	3.303118685	0.2462450189
1776	3.302803313	0.2462326344
1777	3.302491452	0.2462206906
1778	3.30228214	0.246210848
1779	3.301757916	0.2461873829
1780	3.301189348	0.2461646005
1781	3.300874542	0.2461527398
1782	3.300413448	0.2461356967
1783	3.299930486	0.2461179208
1784	3.299447795	0.246100329
1785	3.2990689	0.2460846275
1786	3.298830202	0.2460729823
1787	3.298513602	0.2460599497
1788	3.298178733	0.2460484492
1789	3.29790964	0.246038715
1790	3.297290882	0.2459848778
1791	3.296956985	0.2459714399
1792	3.296369677	0.2459472679
1793	3.296037574	0.2459344381
1794	3.295584824	0.245911818
1795	3.295213911	0.2458971332
1796	3.29472472	0.2458768835
1797	3.29439142	0.2458620057
1798	3.294013419	0.2458481159
1799	3.293784052	0.2458372734
1800	3.293339048	0.2458215369
1801	3.292536246	0.2457752051
1802	3.292191373	0.2457604684
1803	3.291560342	0.2457361962
1804	3.291224722	0.2457221538
1805	3.290757558	0.2457042902
1806	3.290106766	0.2456787618
1807	3.28977105	0.2456656148
1808	3.2891778	0.2456431897
1809	3.288758694	0.2456268839
1810	3.288557543	0.2456200426
1811	3.288234223	0.2456078963
1812	3.28795338	0.2455962091
1813	3.287121977	0.2455646741
1814	3.286900696	0.2455553243
1815	3.286560715	0.2455416463
1816	3.286203976	0.2455285197
1817	3.285947513	0.245515374
1818	3.285606671	0.2455021605
1819	3.285128573	0.2454840732
