iter	RMSE	Huber:delta=0.5
2700	2.99828652	0.2336884296
2701	2.998176473	0.2336836181
2702	2.997877891	0.2336711787
2703	2.997597	0.2336477122
2704	2.997379948	0.2336375366
2705	2.99699205	0.2336188487
2706	2.996813733	0.2336131417
2707	2.996514132	0.2336018951
2708	2.996197206	0.2335892047
2709	2.995921273	0.2335789321
2710	2.995775929	0.2335609197
2711	2.995588284	0.2335537572
2712	2.995289011	0.2335417718
2713	2.994994101	0.2335304959
2714	2.994902643	0.2335273761
2715	2.994721921	0.2335205702
2716	2.99454469	0.2335135783
2717	2.994116481	0.2334972981
2718	2.993923297	0.2334890031
2719	2.993283757	0.2334676523
2720	2.992689881	0.2334459901
2721	2.992493121	0.2334380511
2722	2.992263161	0.2334290066
2723	2.992125008	0.2334243967
2724	2.991446273	0.2333992148
2725	2.991041152	0.2333837178
2726	2.990865898	0.2333755496
2727	2.990666286	0.2333683263
2728	2.990457316	0.2333593387
2729	2.990072781	0.2333444119
2730	2.989870706	0.2333364273
2731	2.989686313	0.2333289736
2732	2.989504894	0.2332990097
2733	2.989161801	0.2332867938
2734	2.988996573	0.2332807684
2735	2.988763833	0.2332719625
2736	2.9885436	0.233262759
2737	2.988142915	0.2332418429
2738	2.988020863	0.2332372636
2739	2.987843463	0.2332310627
2740	2.987618984	0.2332070958
2741	2.987506794	0.2332020171
2742	2.987225827	0.2331920213
2743	2.98697623	0.2331836888
2744	2.986784685	0.2331761948
2745	2.986594868	0.2331673274
2746	2.98621245	0.2331524131
2747	2.986016984	0.2331446107
2748	2.985775593	0.2331349819
2749	2.98568639	0.2331318297
2750	2.985409914	0.2331219071
2751	2.9852322	0.2331146672
2752	2.985152042	0.233111759
2753	2.984899591	0.233102864
2754	2.984726005	0.2330960979
2755	2.984623068	0.233092278
2756	2.984454267	0.2330852252
2757	2.984352445	0.2330810796
2758	2.984161493	0.2330743546
2759	2.983855924	0.2330626235
2760	2.983657601	0.2330556174
2761	2.983269004	0.2330407217
2762	2.983109744	0.2330337928
2763	2.982818193	0.2330238879
2764	2.982522599	0.2330141415
2765	2.982038281	0.2329939944
2766	2.981666817	0.2329786095
2767	2.981196036	0.2329441666
2768	2.980845021	0.2329261421
2769	2.980707022	0.2329211874
2770	2.980548457	0.2329148963
2771	2.980415242	0.2329094275
2772	2.980198	0.2328848385
2773	2.980030535	0.2328764786
2774	2.979726843	0.2328655841
2775	2.979639643	0.2328626921
2776	2.979363232	0.232851783
2777	2.97915881	0.2328437722
2778	2.978985389	0.2328378082
2779	2.978872759	0.2328311826
2780	2.978578084	0.2328201486
2781	2.978186263	0.2328058924
2782	2.977904754	0.2327964932
2783	2.97768137	0.232787807
2784	2.977595579	0.2327833706
2785	2.977342895	0.2327724442
2786	2.977224468	0.2327673771
2787	2.97699021	0.2327570271
2788	2.976688925	0.2327467005
2789	2.97653561	0.2327400805
2790	2.976145498	0.2327254608
2791	2.975881565	0.2327172847
2792	2.975707306	0.2327107775
2793	2.975537175	0.2327040075
2794	2.975339393	0.2326933319
2795	2.975266943	0.2326909232
2796	2.974914503	0.2326770248
2797	2.974630807	0.2326669327
2798	2.974442271	0.2326596469
2799	2.974240726	0.2326512534
2800	2.974079858	0.2326448748
2801	2.97373385	0.2326332025
2802	2.973519543	0.2326255637
2803	2.973205171	0.2325957203
2804	2.972911357	0.2325837521
2805	2.972762877	0.2325602339
2806	2.97265754	0.2325561079
2807	2.972554913	0.2325522466
2808	2.97245437	0.2325491472
2809	2.9720588	0.2325335499
2810	2.971853057	0.2325264119
2811	2.971732063	0.2325223721
2812	2.971568772	0.2325165235
2813	2.971397466	0.2325087633
2814	2.97116086	0.2324994174
2815	2.970976481	0.2324851214
2816	2.970675408	0.2324743079
2817	2.970372326	0.2324576501
2818	2.970064584	0.2324466706
2819	2.969686273	0.2324318058
2820	2.969540185	0.232426859
2821	2.969407063	0.2324214764
2822	2.969352793	0.2324195762
2823	2.969189521	0.2324147225
2824	2.968839264	0.2324012005
2825	2.968619393	0.2323925076
2826	2.968317247	0.2323808285
2827	2.968078071	0.232370398
2828	2.967787405	0.2323603734
2829	2.967712192	0.2323578716
2830	2.967323274	0.2323407799
2831	2.967044417	0.232329915
2832	2.966907919	0.2323244741
2833	2.966680783	0.2323156016
2834	2.966486038	0.2323081201
2835	2.966300586	0.2323004435
2836	2.96619139	0.2322968876
2837	2.966035645	0.2322901099
2838	2.965834645	0.2322834661
2839	2.965668058	0.2322771782
2840	2.965310506	0.2322645091
2841	2.964933552	0.2322499351
2842	2.964680495	0.2322398369
2843	2.964443026	0.2322313649
2844	2.964282646	0.2322190699
2845	2.963907599	0.2321898395
2846	2.963671802	0.23218148
2847	2.963557744	0.2321772289
2848	2.963379323	0.2321702111
2849	2.963139198	0.2321596836
2850	2.962844206	0.2321498924
2851	2.962715463	0.2321440539
2852	2.962364517	0.2321318162
2853	2.962106601	0.2321210666
2854	2.961964843	0.2321151641
2855	2.961819284	0.2321096249
2856	2.961616677	0.2321018804
2857	2.961412181	0.2320935403
2858	2.961271781	0.2320664722
2859	2.961005812	0.2320564828
2860	2.960853135	0.2320502026
2861	2.960673085	0.2320432473
2862	2.960496738	0.2320372905
2863	2.960133141	0.2320237924
2864	2.959884312	0.2320136165
2865	2.9595351	0.2320005361
2866	2.959348712	0.2319943964
2867	2.959193106	0.2319881453
2868	2.959040063	0.2319804792
2869	2.958838283	0.2319680337
2870	2.958632694	0.2319607863
2871	2.95832268	0.2319481892
2872	2.958027619	0.2319374459
2873	2.957839145	0.2319298794
2874	2.957714246	0.2319249885
2875	2.957419959	0.2319147177
2876	2.957149711	0.2319029573
2877	2.956800656	0.2318894059
2878	2.956606189	0.2318810668
2879	2.956543851	0.2318789753
2880	2.956389599	0.2318736423
2881	2.956228189	0.2318673522
2882	2.956138996	0.2318642802
2883	2.956050056	0.2318605362
2884	2.955898048	0.2318553182
2885	2.955707618	0.2318475832
2886	2.955400407	0.2318358384
2887	2.955207298	0.231828227
2888	2.954987041	0.2318183522
2889	2.954744494	0.2318096207
2890	2.954545016	0.2317982687
2891	2.954451318	0.231795297
2892	2.954334256	0.2317881859
2893	2.953964501	0.2317743832
2894	2.953747868	0.2317650923
2895	2.953551205	0.2317575647
2896	2.953184941	0.2317333421
2897	2.953029486	0.2317284148
2898	2.952821815	0.2317211643
2899	2.952646219	0.2317141066
2900	2.952513139	0.2317091712
2901	2.952428654	0.2317066733
2902	2.952185993	0.231697092
2903	2.952105598	0.2316946292
2904	2.95195671	0.2316880898
2905	2.951781861	0.2316817247
2906	2.951495956	0.2316705235
2907	2.951237802	0.2316615891
2908	2.951152007	0.2316585934
2909	2.950947104	0.2316510486
2910	2.950513484	0.23163418
2911	2.950124795	0.2316186941
2912	2.950026559	0.2316152419
2913	2.949907188	0.2315967986
2914	2.949708379	0.2315894744
2915	2.94938988	0.2315774756
2916	2.949216905	0.2315714039
2917	2.948976799	0.2315620538
2918	2.948626683	0.2315499843
2919	2.948413954	0.2315415596
2920	2.94796542	0.2315261838
2921	2.947701936	0.231516504
2922	2.947460868	0.2315069421
2923	2.947266627	0.2315011615
2924	2.947090842	0.2314940944
2925	2.946801963	0.2314836474
2926	2.946372058	0.2314660392
2927	2.946234855	0.2314613094
2928	2.946137602	0.2314580718
2929	2.945874287	0.2314487124
2930	2.945598419	0.2314388872
2931	2.945221707	0.2314247164
2932	2.945057206	0.231418577
2933	2.944932468	0.231414067
2934	2.944689422	0.2314042662
2935	2.944409214	0.2313935556
2936	2.944304891	0.2313883627
2937	2.944213165	0.2313853012
2938	2.944072932	0.231379182
2939	2.943917372	0.2313725385
2940	2.943691242	0.231360546
2941	2.943547132	0.2313551624
2942	2.943464173	0.2313521267
2943	2.943363514	0.2313484423
2944	2.942975901	0.2313321429
2945	2.942877954	0.2313286747
2946	2.942640789	0.2313203736
2947	2.942420644	0.2313111663
2948	2.942162633	0.2312991012
2949	2.941975813	0.2312926237
2950	2.941831991	0.2312849428
2951	2.941631163	0.231276817
2952	2.94119077	0.2312619642
2953	2.941016713	0.2312536738
2954	2.940827972	0.2312460877
2955	2.940747049	0.2312436397
2956	2.940510153	0.2312347407
2957	2.940427055	0.231231515
2958	2.940276235	0.2312236104
2959	2.9400635	0.2312152747
2960	2.939851025	0.2312015456
2961	2.939726255	0.2311969951
2962	2.939636305	0.2311940384
2963	2.939503306	0.2311892126
2964	2.939345745	0.2311833905
2965	2.938964331	0.2311690405
2966	2.938766547	0.2311616388
2967	2.938659856	0.231157619
2968	2.938576973	0.2311549895
2969	2.938173009	0.2311403823
2970	2.937958955	0.2311323861
2971	2.937680027	0.2311229796
2972	2.937515536	0.2311167586
2973	2.937340918	0.2311045396
2974	2.937204854	0.231098463
2975	2.937129093	0.2310955783
2976	2.936940124	0.2310879414
2977	2.936682348	0.231072356
2978	2.936373584	0.231060464
2979	2.936081512	0.2310494912
2980	2.935599363	0.231032212
2981	2.935438011	0.2310251986
2982	2.935388739	0.2310234429
2983	2.935201787	0.2310164108
2984	2.935019282	0.2310091922
2985	2.934610643	0.2309949426
2986	2.934339423	0.2309849094
2987	2.934261456	0.2309825601
2988	2.934083089	0.2309760837
2989	2.933881902	0.2309688923
2990	2.933663811	0.2309608324
2991	2.933507726	0.2309546513
2992	2.933394101	0.2309499809
2993	2.933189409	0.2309426249
2994	2.933079204	0.2309387372
2995	2.932824593	0.230928408
2996	2.93273976	0.2309243214
2997	2.932522727	0.2309166642
2998	2.93238411	0.2309108192
2999	2.932073469	0.2309001828
3000	2.93181628	0.2308910064
3001	2.931439239	0.2308770886
3002	2.931233188	0.2308693641
3003	2.93113358	0.2308660945
3004	2.930907706	0.2308569542
3005	2.930749937	0.2308504643
3006	2.930667069	0.230847602
3007	2.930573503	0.2308445325
3008	2.930364664	0.2308364709
3009	2.930252887	0.2308328965
3010	2.930053339	0.2308250255
3011	2.92969893	0.2308109694
3012	2.929370767	0.2307992976
3013	2.929285293	0.2307963747
3014	2.929145264	0.2307905275
3015	2.929021312	0.2307859969
3016	2.928901096	0.2307808845
3017	2.928584163	0.230770495
3018	2.928449232	0.2307658577
3019	2.928312568	0.2307607181
3020	2.928145816	0.2307532821
3021	2.928091165	0.2307514541
3022	2.927945478	0.2307460848
3023	2.927694946	0.2307365403
3024	2.927652996	0.2307351552
3025	2.927479492	0.2307291292
3026	2.927263743	0.2307220877
3027	2.92683661	0.2307070912
3028	2.926777649	0.2307051796
3029	2.926639021	0.2307001259
3030	2.926493732	0.2306891799
3031	2.926350637	0.2306844426
3032	2.9262527	0.2306809302
3033	2.926186772	0.2306789561
3034	2.926062902	0.2306747896
3035	2.925815777	0.230665345
3036	2.925705183	0.2306606801
3037	2.925236219	0.2306194281
3038	2.925152161	0.2306165288
3039	2.925061757	0.2306132632
3040	2.924858311	0.2306050297
3041	2.924729737	0.2305996963
3042	2.924688646	0.2305980775
3043	2.924626707	0.2305960405
3044	2.924387648	0.2305865544
3045	2.924202808	0.2305785585
3046	2.924093531	0.2305739214
3047	2.923880964	0.2305657144
3048	2.923679874	0.2305585645
3049	2.923481331	0.230550686
3050	2.92339926	0.2305480479
3051	2.923176375	0.2305345651
3052	2.922951835	0.2305254058
3053	2.92275248	0.2305179486
3054	2.922658223	0.2305144331
3055	2.922565418	0.2305110661
3056	2.922401542	0.2305048338
3057	2.922205953	0.230497059
3058	2.922089178	0.2304920504
3059	2.922014342	0.2304896813
3060	2.921855354	0.2304823434
3061	2.921598383	0.2304728274
3062	2.921367358	0.2304634807
3063	2.921237979	0.230458937
3064	2.921089149	0.2304512491
3065	2.920976708	0.2304478036
3066	2.920851152	0.2304410853
3067	2.920682144	0.2304349982
3068	2.920188433	0.2304177813
3069	2.920053291	0.2304125227
3070	2.919835256	0.2304038853
3071	2.91969996	0.2303974902
3072	2.919548775	0.2303907675
3073	2.919470105	0.2303875947
3074	2.919273587	0.2303807424
3075	2.919123269	0.2303757299
3076	2.918845661	0.2303651924
3077	2.918688801	0.2303579603
3078	2.918510105	0.2303488466
3079	2.91832032	0.2303399222
3080	2.918169901	0.2303340529
3081	2.918094001	0.2303314092
3082	2.917943868	0.2303258799
3083	2.917759657	0.230318799
3084	2.917378512	0.2303059217
3085	2.917179684	0.2302979727
3086	2.916955652	0.2302870307
3087	2.916510964	0.2302711715
3088	2.916415692	0.2302675157
3089	2.916268626	0.2302622035
3090	2.916146273	0.2302565976
3091	2.915854219	0.2302449804
3092	2.915761095	0.2302418066
3093	2.915652022	0.2302369612
3094	2.915380409	0.2302035258
3095	2.915182887	0.2301958259
3096	2.915125398	0.2301939552
3097	2.914974213	0.2301865302
3098	2.91477079	0.2301785705
3099	2.914495373	0.2301680925
3100	2.91430262	0.2301597165
3101	2.914212253	0.2301567399
3102	2.914123568	0.2301536675
3103	2.91378921	0.2301411327
3104	2.91346847	0.2301250771
3105	2.913175689	0.2301138806
3106	2.913053644	0.2301095879
3107	2.912884872	0.2301035305
3108	2.912671104	0.230095798
3109	2.912549949	0.2300904824
3110	2.912436926	0.2300870527
3111	2.912208254	0.230077548
3112	2.91202798	0.2300710672
3113	2.911922179	0.2300673444
3114	2.911862141	0.2300655869
3115	2.911788333	0.2300625177
3116	2.911605063	0.230055327
3117	2.911539942	0.2300531009
3118	2.911367363	0.230046552
3119	2.91128503	0.2300437488
3120	2.910845812	0.2300280564
3121	2.910754912	0.2300250355
3122	2.910679718	0.2300224766
3123	2.910305226	0.2300096564
3124	2.910239152	0.2300071472
3125	2.910098279	0.2300014534
3126	2.909738057	0.2299888947
3127	2.909645217	0.2299858387
3128	2.909549038	0.2299820121
3129	2.909389116	0.2299755172
3130	2.909274269	0.2299698761
3131	2.909130488	0.229963591
3132	2.90895068	0.2299547171
3133	2.908456372	0.2299353102
3134	2.908164901	0.229923555
3135	2.908054524	0.2299198084
3136	2.907834769	0.2299094092
3137	2.907757506	0.22990631
3138	2.907560208	0.2298984627
3139	2.907294649	0.2298818191
3140	2.907018087	0.2298720238
3141	2.906596543	0.2298571754
3142	2.906532407	0.2298551513
3143	2.906332489	0.2298473475
3144	2.906104928	0.2298386174
3145	2.90594413	0.2298331481
3146	2.905755884	0.2298143574
3147	2.905569574	0.2298071519
3148	2.905416433	0.2297997567
3149	2.905329171	0.2297964702
3150	2.905202041	0.2297898286
3151	2.905105692	0.2297857674
3152	2.904981478	0.2297809688
3153	2.904808928	0.2297741609
3154	2.904619511	0.2297670356
3155	2.90454114	0.2297641898
3156	2.904320518	0.2297556766
3157	2.904209144	0.2297512759
3158	2.903971301	0.2297413686
3159	2.903839851	0.2297356033
3160	2.903513399	0.2297233621
3161	2.903315903	0.2297160775
3162	2.903271574	0.2297147285
3163	2.903090161	0.2297083418
3164	2.902927012	0.2297024315
3165	2.90287411	0.2297006982
3166	2.902604579	0.2296900622
3167	2.902291189	0.2296327446
3168	2.902148868	0.2296272045
3169	2.902049578	0.2296236272
3170	2.901814898	0.2296146921
3171	2.901675814	0.2296095705
3172	2.901622295	0.2296076226
3173	2.901478622	0.2296007674
3174	2.901133555	0.2295887386
3175	2.900881505	0.229579991
3176	2.900394309	0.229559001
3177	2.900233733	0.2295518911
3178	2.900061212	0.2295436909
3179	2.899971385	0.2295403074
3180	2.899759558	0.2295308382
3181	2.89959359	0.2295251535
3182	2.899480102	0.2295207273
3183	2.899311739	0.2295137832
3184	2.899200539	0.2294960817
3185	2.899059197	0.2294911601
3186	2.898904459	0.229485751
3187	2.898806556	0.2294823582
3188	2.898683745	0.2294770183
3189	2.898494954	0.2294699241
3190	2.898259793	0.2294611859
3191	2.898122802	0.2294565752
3192	2.898040386	0.2294514631
3193	2.897884592	0.2294437544
3194	2.897729982	0.2294380572
3195	2.897577348	0.2294257994
3196	2.897445387	0.2294203735
3197	2.897257671	0.2294136394
3198	2.897094157	0.2294074714
3199	2.897047	0.2294058541
3200	2.896866822	0.2293935336
3201	2.896768721	0.2293894008
3202	2.89646926	0.2293780447
3203	2.896175863	0.2293675069
3204	2.896014887	0.2293616883
3205	2.895900895	0.2293568077
3206	2.895832701	0.2293546703
3207	2.895643901	0.2293476869
3208	2.895533374	0.2293440653
3209	2.895463599	0.2293418622
3210	2.895406449	0.2293398277
3211	2.895147414	0.2293301654
3212	2.895007223	0.2293251108
3213	2.894851935	0.2293203616
3214	2.894709003	0.229315198
3215	2.894577138	0.2293103248
3216	2.894459898	0.2293054922
3217	2.894353341	0.2293010476
3218	2.894293953	0.2292991997
3219	2.894174956	0.2292952754
3220	2.894042301	0.2292888171
3221	2.893751699	0.2292778902
3222	2.893394856	0.2292654343
3223	2.893304462	0.2292617747
3224	2.893155207	0.2292560266
3225	2.892927363	0.2292480276
3226	2.892796525	0.2292431355
3227	2.892649305	0.2292375927
3228	2.892507624	0.2292324022
3229	2.892370955	0.2292273619
3230	2.892153507	0.229216724
3231	2.892029325	0.2292112207
3232	2.891823904	0.2292036876
3233	2.891565505	0.2291944303
3234	2.891483816	0.229191186
3235	2.891402149	0.2291873765
3236	2.891326439	0.2291849129
3237	2.89127813	0.2291832455
3238	2.891147274	0.2291781176
3239	2.89083572	0.2291655086
3240	2.890543525	0.2291545075
3241	2.890316618	0.22914
3242	2.890013464	0.2291286694
3243	2.889857996	0.2291211943
3244	2.889736499	0.2291158758
3245	2.889470255	0.2291066535
3246	2.889263325	0.2290749247
3247	2.889139308	0.2290708835
3248	2.888943838	0.2290632073
3249	2.888748523	0.2290556245
3250	2.888349106	0.2290379699
3251	2.888204007	0.2290323763
3252	2.887995178	0.2290240435
3253	2.887814591	0.2290178207
3254	2.887531039	0.2289977324
3255	2.887358593	0.2289910698
3256	2.887322829	0.2289898477
3257	2.887266498	0.2289878191
3258	2.887077398	0.228979449
3259	2.886965108	0.2289754275
3260	2.886768173	0.2289678051
3261	2.886615714	0.2289623753
3262	2.886565839	0.2289604312
3263	2.886405431	0.2289552031
3264	2.886316034	0.2289515683
3265	2.886262492	0.2289498558
3266	2.885931312	0.2289378759
3267	2.88579881	0.2289331352
3268	2.885637094	0.2289278585
3269	2.885483296	0.2289224255
3270	2.885426533	0.2289204775
3271	2.885374113	0.2289185415
3272	2.885161327	0.2289100689
3273	2.88504607	0.2289008354
3274	2.884723328	0.2288891587
3275	2.884579739	0.2288839445
3276	2.884341068	0.228873721
3277	2.884036242	0.2288626979
3278	2.883883867	0.2288547504
3279	2.883762714	0.2288505877
3280	2.883571614	0.2288431629
3281	2.883249041	0.2288329
3282	2.883195233	0.2288311676
3283	2.883091533	0.2288270892
3284	2.882939169	0.228821313
3285	2.882723013	0.2288132814
3286	2.882573944	0.2288065304
3287	2.88243051	0.2288014774
3288	2.882342027	0.2287984014
3289	2.882148766	0.2287908676
3290	2.882065596	0.2287875586
3291	2.881977901	0.228783997
3292	2.881895338	0.2287669568
3293	2.881828934	0.2287644904
3294	2.881584147	0.2287550538
3295	2.881524032	0.2287529313
3296	2.881443571	0.2287496297
3297	2.88134794	0.2287465544
3298	2.881253106	0.2287435259
3299	2.880888319	0.2287304655
3300	2.880779679	0.2287266194
3301	2.880728572	0.2287250444
3302	2.880683782	0.2287234314
3303	2.880515564	0.2287166665
3304	2.880433002	0.2287139295
3305	2.880228074	0.2287066215
3306	2.880122318	0.2287005579
3307	2.879857148	0.2286907765
3308	2.87980145	0.2286889936
3309	2.879660264	0.2286835103
3310	2.879530717	0.2286787547
3311	2.879388624	0.228673518
3312	2.879279494	0.2286699679
3313	2.879124603	0.2286650035
3314	2.878910877	0.2286564294
3315	2.878830612	0.2286524429
3316	2.878780732	0.2286507376
3317	2.878554982	0.22864213
3318	2.878494387	0.2286396403
3319	2.87835052	0.2286337372
3320	2.878300518	0.2286318957
3321	2.878181387	0.2286275078
3322	2.877793675	0.2286010482
3323	2.877656906	0.228596477
3324	2.877436947	0.2285872879
3325	2.877123073	0.2285744083
3326	2.876789018	0.2285623155
3327	2.87654462	0.2285521049
3328	2.876468115	0.2285491598
3329	2.87638172	0.2285460751
3330	2.876002761	0.2285313637
3331	2.875864357	0.228526948
3332	2.875775853	0.228523943
3333	2.875389768	0.2285074721
3334	2.875264526	0.2285021976
3335	2.875068701	0.2284954123
3336	2.874995912	0.2284929483
3337	2.874657431	0.2284815559
3338	2.874487687	0.2284742214
3339	2.87424981	0.2284663358
3340	2.873850379	0.2284512399
3341	2.873625894	0.2284437759
3342	2.873510211	0.2284390291
3343	2.87338064	0.2284345118
3344	2.873295374	0.2284307023
3345	2.87302674	0.2284210007
3346	2.872839058	0.2284137825
3347	2.872700605	0.2284088428
3348	2.872458437	0.2283992887
3349	2.872305802	0.2283930536
3350	2.872185799	0.22838777
3351	2.872045983	0.2283827043
3352	2.871967735	0.2283796607
3353	2.871713768	0.2283706432
3354	2.871451574	0.2283599234
3355	2.871413178	0.2283587382
3356	2.871226307	0.2283527575
3357	2.870980917	0.228343716
3358	2.870718121	0.228334158
3359	2.870600524	0.2283296856
3360	2.870445166	0.2283231992
3361	2.870352536	0.2283190907
3362	2.870243342	0.2283152857
3363	2.870091478	0.2283092768
3364	2.869935591	0.228302042
3365	2.869751368	0.228292881
3366	2.869709871	0.2282914017
3367	2.869667045	0.2282899927
3368	2.869385857	0.2282750888
3369	2.86923662	0.2282698048
3370	2.869129023	0.228265698
3371	2.86889756	0.2282573838
3372	2.868743993	0.2282518865
3373	2.868634137	0.2282470882
3374	2.868352866	0.2282299197
3375	2.86804637	0.2282197721
3376	2.867897723	0.2282141017
3377	2.867706117	0.2282076309
3378	2.867385218	0.2281950708
3379	2.867232203	0.2281892374
3380	2.867132411	0.2281849589
3381	2.866983037	0.2281790558
3382	2.866711995	0.2281664733
3383	2.866628604	0.228163872
3384	2.866418795	0.2281541822
3385	2.866369005	0.2281525994
3386	2.866302869	0.2281501582
3387	2.866240739	0.2281480201
3388	2.866144363	0.2281435865
3389	2.866005031	0.2281386302
3390	2.865755921	0.2281286435
3391	2.86563275	0.2281236273
3392	2.865365018	0.2281139623
3393	2.865189422	0.2281064917
3394	2.864971576	0.2280989486
3395	2.864784893	0.2280921771
3396	2.864727087	0.228090399
3397	2.864632873	0.228087284
3398	2.864581485	0.2280855969
3399	2.864303183	0.2280748159
3400	2.864068011	0.2280638092
3401	2.863924861	0.2280581878
3402	2.863769481	0.2280522821
3403	2.86361535	0.2280462679
3404	2.863463975	0.228039587
3405	2.863407924	0.2280377807
3406	2.863116478	0.228019151
3407	2.862930288	0.2280116896
3408	2.862838615	0.2280077702
3409	2.862760134	0.2280042733
3410	2.862716897	0.2280029188
3411	2.862547267	0.2279971322
3412	2.8624309	0.2279924716
3413	2.862212803	0.2279848005
3414	2.862175454	0.227983646
3415	2.862022527	0.2279774072
3416	2.861876964	0.2279725518
3417	2.861759564	0.2279675917
3418	2.86158251	0.2279607293
3419	2.861254778	0.2279480715
3420	2.861156495	0.2279447579
3421	2.860930712	0.2279367236
3422	2.860801352	0.2279315927
3423	2.860731353	0.2279285856
3424	2.860624933	0.2279249674
3425	2.860392866	0.2279167925
3426	2.860355443	0.2279154951
3427	2.860167075	0.2279089138
3428	2.860002539	0.2279020261
3429	2.859915599	0.2278992091
3430	2.859803017	0.2278939046
3431	2.85975178	0.2278922664
3432	2.859433897	0.2278809878
3433	2.859287938	0.2278745474
3434	2.859035838	0.2278650095
3435	2.858869327	0.2278587908
3436	2.858676754	0.2278514526
3437	2.858580532	0.2278478769
3438	2.858392549	0.2278398325
3439	2.858176585	0.2278276545
3440	2.858114233	0.2278258259
3441	2.857948001	0.2278194822
3442	2.857717905	0.2277978344
3443	2.857597993	0.2277934865
3444	2.857491532	0.2277899037
3445	2.857246942	0.2277796103
3446	2.857115021	0.2277744605
3447	2.85701924	0.2277714498
3448	2.856944376	0.227768452
3449	2.856831429	0.227763643
3450	2.856770317	0.2277614398
3451	2.856682247	0.2277579292
3452	2.856443109	0.22774921
3453	2.856285709	0.2277440469
3454	2.856184415	0.2277397746
3455	2.856153715	0.2277387361
3456	2.856100401	0.2277368741
3457	2.855836707	0.2277273503
3458	2.855686348	0.2277202072
3459	2.855519406	0.2277142562
3460	2.855419259	0.227710923
3461	2.855253237	0.2277042721
3462	2.855175073	0.2277014343
3463	2.854932845	0.2276828269
3464	2.854821622	0.227666009
3465	2.854716551	0.2276617501
3466	2.854566156	0.2276545839
3467	2.854494801	0.2276520197
3468	2.854275742	0.2276448393
3469	2.854067645	0.2276371165
3470	2.853999384	0.2276346185
3471	2.853837219	0.2276273112
3472	2.853798008	0.2276260133
3473	2.853660256	0.2276062131
3474	2.853558822	0.227602138
3475	2.85338737	0.2275961674
3476	2.853289923	0.2275924478
3477	2.8530934	0.2275834991
3478	2.852946739	0.2275779872
3479	2.85282616	0.2275737642
3480	2.852557109	0.2275611294
3481	2.852436564	0.2275563247
3482	2.852340103	0.2275523878
3483	2.852244103	0.2275348383
3484	2.852079373	0.2275286846
3485	2.851955363	0.2275239089
3486	2.851876342	0.2275213053
3487	2.851818993	0.227519547
3488	2.851539842	0.2275097033
3489	2.851416629	0.2275042415
3490	2.851331204	0.2275011598
3491	2.851246933	0.2274974031
3492	2.850886335	0.2274843428
3493	2.850757243	0.2274783839
3494	2.850661784	0.2274746115
3495	2.850535389	0.2274705315
3496	2.850416337	0.2274647814
3497	2.850379345	0.2274636774
3498	2.850218413	0.2274562188
3499	2.850075755	0.2274514217
3500	2.849933086	0.2274465883
3501	2.84981191	0.2274423641
3502	2.849537327	0.2274245062
3503	2.849505753	0.2274235003
3504	2.849158773	0.2274119199
3505	2.848941846	0.2273999186
3506	2.848847318	0.2273963814
3507	2.848657761	0.2273897012
3508	2.84831878	0.227377948
3509	2.848054611	0.2273686559
3510	2.847806061	0.2273572857
3511	2.847696297	0.2273344851
3512	2.847601512	0.2273308809
3513	2.847291792	0.2273207263
3514	2.84707893	0.2273128877
3515	2.84696523	0.2273090776
3516	2.846805764	0.2273035638
3517	2.846662206	0.2272982177
3518	2.8466095	0.2272965199
3519	2.846547696	0.2272943002
3520	2.846450906	0.2272900871
3521	2.846315388	0.2272834221
3522	2.846180477	0.2272786432
3523	2.846022958	0.227271141
3524	2.845789114	0.227259038
3525	2.845570837	0.22725144
3526	2.845463898	0.2272414773
3527	2.845339957	0.2272365637
3528	2.845149545	0.2272217399
3529	2.84508501	0.2272195506
3530	2.84498685	0.2272154129
3531	2.844767575	0.2272065141
3532	2.84461325	0.2272013632
3533	2.84448632	0.2271970319
3534	2.844354449	0.227192469
3535	2.844028966	0.2271811956
3536	2.843775246	0.2271711992
3537	2.843705002	0.2271683647
3538	2.843546863	0.2271613368
3539	2.843385942	0.2271539828
3540	2.843311297	0.2271514231
3541	2.843161818	0.2271458335
3542	2.842972052	0.2271381319
3543	2.842758657	0.2271312654
3544	2.842523818	0.2271235175
3545	2.842397709	0.2271184201
3546	2.842265311	0.2271133771
3547	2.842117733	0.2271074601
3548	2.841967085	0.2270987849
3549	2.841822584	0.2270929895
3550	2.841595388	0.2270849662
3551	2.841368438	0.2270762298
3552	2.841052911	0.2270637606
3553	2.840869207	0.2270574154
3554	2.840720276	0.2270516241
3555	2.840561191	0.2270457449
3556	2.84039292	0.2270397229
3557	2.840301439	0.2270361913
3558	2.840203042	0.2270329282
3559	2.839927449	0.2270036056
3560	2.839731375	0.2269961381
3561	2.839626075	0.2269918265
3562	2.839506909	0.2269873925
3563	2.83938297	0.2269834987
3564	2.8392284	0.2269771333
3565	2.839022745	0.2269702417
3566	2.838929495	0.2269651294
3567	2.838823235	0.2269614064
3568	2.83859071	0.2269535097
3569	2.83846093	0.2269476587
3570	2.838384666	0.2269451636
3571	2.838210952	0.2269392768
3572	2.838087538	0.2269339929
3573	2.837760233	0.226922126
3574	2.837562299	0.2269155269
3575	2.837494777	0.226913
3576	2.837323971	0.2269066638
3577	2.837176754	0.2269006461
3578	2.836941419	0.2268916059
